OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
242756;;5;5;15;0;2019;6;10;4;3;5;3;0;1;1;0;0;0;0;403576,1683;5758496,017;7,596382239;51,96877802;0
242757;;5;5;15;0;2019;6;9;4;3;0;1;0;1;0;0;0;0;0;409464,623;5761513,542;7,681277286;51,99689169;0
242885;;5;5;15;0;2019;6;21;3;3;6;6;1;1;0;1;0;0;0;404474,9092;5761679,456;7,6085743;51,99754701;0
242898;;5;5;15;0;2019;6;13;3;3;4;2;0;1;1;0;0;0;0;406001,1123;5756604,942;7,632188047;51,95219557;0
242904;;5;5;15;0;2019;6;16;2;3;0;1;0;1;0;0;0;0;0;405730,6324;5757227,497;7,628082608;51,95774559;0
242905;;5;5;15;0;2019;6;10;2;3;5;7;0;1;1;0;0;0;0;405773,921;5758002,531;7,62849978;51,96471927;0
242916;;5;5;15;0;2019;6;11;3;3;0;5;0;1;1;0;0;0;0;403282,6978;5756851,078;7,59257485;51,95394183;0
243009;;5;5;15;0;2019;6;11;1;3;5;3;0;1;1;0;0;0;0;409050,1365;5764761,783;7,674379045;52,02602088;0
243010;;5;5;15;0;2019;6;12;1;3;4;6;0;1;1;0;0;0;0;399926,8807;5756219,219;7,543941916;51,94766887;0
243074;;5;5;15;0;2019;6;13;7;3;0;4;0;1;0;1;0;0;0;405087,725;5757067,76;7,618773331;51,95620044;0
243419;;5;5;15;0;2019;6;12;1;3;4;6;0;1;1;0;0;0;0;404381,6906;5757046,089;7,608507941;51,9558847;0
243467;;5;5;15;0;2019;6;22;7;3;5;3;2;1;1;0;0;0;0;405854,2748;5754435,639;7,63064598;51,932672;0
243468;;5;5;15;0;2019;6;11;7;3;5;2;0;1;1;0;0;0;0;405578,3128;5754355,199;7,62665542;51,93190222;0
243561;;5;5;15;0;2019;6;23;6;3;3;6;2;1;1;0;0;0;0;404470,2216;5756700,657;7,609891921;51,95279505;0
243562;;5;5;15;0;2019;6;7;6;3;6;4;0;1;0;1;0;0;0;406625,0056;5758806,138;7,640665332;51,97208608;0
243563;;5;5;15;0;2019;6;13;6;3;5;2;0;1;0;0;0;0;1;407929,759;5758276,656;7,65979602;51,96754449;0
243565;;5;5;15;0;2019;6;11;6;3;5;2;0;1;1;0;0;0;0;404918,4558;5758375,804;7,61594867;51,96792874;0
243566;;5;5;15;0;2019;6;16;6;3;0;1;0;1;0;0;0;0;0;406202,3416;5756168,819;7,635234333;51,94830945;0
243568;;5;5;15;0;2019;6;16;6;3;0;5;0;1;1;0;0;0;0;405793,6516;5757842,186;7,628830864;51,96328136;0
243610;;5;5;15;0;2019;7;7;4;3;0;3;0;1;1;0;0;0;0;404529,1079;5757587,237;7,610502169;51,96077407;0
243611;;5;5;15;0;2019;7;16;4;3;5;3;0;1;1;0;0;0;0;406285,6883;5759690,601;7,635485599;51,97997892;0
243612;;5;5;15;0;2019;7;13;4;3;4;6;0;1;0;0;0;0;0;406128,619;5758081,206;7,633639462;51,96548645;0
243716;;5;5;15;0;2019;7;8;3;3;0;7;0;1;1;0;0;0;0;404494,6294;5756113,41;7,610410164;51,94752083;0
243717;;5;5;15;0;2019;7;16;3;3;5;3;0;1;1;0;0;0;0;401790,049;5759253,558;7,570174073;51,97527424;0
243820;;5;5;15;0;2019;7;16;2;3;4;2;0;1;1;0;0;0;0;404578,7619;5757176,526;7,611338696;51,95709097;0
243821;;5;5;15;0;2019;7;11;2;2;5;3;0;1;0;0;0;0;1;405938,4384;5757038,912;7,631157541;51,95608569;0
243822;;5;5;15;0;2019;7;18;2;3;6;1;0;1;1;1;0;0;0;405833,75;5756293,17;7,629838873;51,9493649;0
243921;;5;5;15;0;2019;7;21;6;3;0;1;1;1;0;0;0;0;0;405075,237;5755784,553;7,618946071;51,94466431;0
243923;;5;5;15;0;2019;7;12;6;2;3;6;0;1;0;0;0;0;0;406152,247;5757433,612;7,634160236;51,95966957;0
244017;;5;5;15;0;2019;7;23;5;3;0;7;2;1;0;0;0;0;0;406834,7138;5757696,897;7,644018279;51,96215087;0
244018;;5;5;15;0;2019;7;19;5;3;3;2;0;1;1;0;0;0;0;406289,2479;5751883,051;7,637665566;51,90980139;0
244019;;5;5;15;0;2019;7;17;5;3;5;3;0;1;1;0;0;0;0;406625,1368;5757650,763;7,640981442;51,96170104;0
244082;;5;5;15;0;2019;7;17;7;3;0;7;0;1;0;0;0;0;0;405884,2384;5758351,754;7,63000928;51,96787693;1
244086;;5;5;15;0;2019;7;9;7;3;5;3;0;1;1;0;0;0;0;403676,3757;5761116,031;7,597104873;51,99234485;0
244152;;5;5;15;0;2019;7;9;3;3;5;3;0;1;1;0;0;0;0;404555,2509;5754268,109;7,611804042;51,93094492;0
244322;;5;5;15;0;2019;7;20;1;3;6;7;1;1;0;1;0;0;0;406486,2928;5759180,829;7,638544506;51,97543066;0
244323;;5;5;15;0;2019;7;14;1;3;0;7;0;1;0;0;0;0;0;406112,864;5757493,589;7,633570847;51,96020202;1
244375;;5;5;15;0;2019;7;11;7;2;5;3;0;1;0;0;0;0;0;406626,0624;5757617,368;7,641003987;51,96140103;0
244429;;5;5;15;0;2019;7;16;6;3;0;3;0;1;1;0;0;0;0;405600,5863;5757439,477;7,626132362;51,9596289;1
244430;;5;5;15;0;2019;7;10;6;3;5;3;0;1;1;0;0;0;0;404887,6;5755715,978;7,616235983;51,94401588;1
244432;;5;5;15;0;2019;7;6;6;3;5;3;1;1;1;0;0;0;0;403803,2857;5761689,326;7,598791763;51,99751978;0
244494;;5;5;15;0;2019;7;9;1;3;0;1;0;1;0;0;0;0;0;404952,0644;5757006,181;7,616816763;51,95562378;1
244512;;5;5;15;0;2019;7;8;5;3;0;3;0;1;1;0;0;0;0;405301,023;5756031,924;7,622161846;51,94692626;1
244588;;5;5;15;0;2019;7;11;4;3;5;3;0;1;1;0;0;0;0;405162,399;5753171,781;7,620934027;51,9211944;0
244629;;5;5;15;0;2019;7;17;5;3;5;3;0;1;1;0;0;0;0;408009,2153;5751384,445;7,662795555;51,90560631;0
244630;;5;5;15;0;2019;7;13;5;3;1;7;0;1;1;0;0;0;0;406076,0408;5756638,086;7,633268965;51,95250614;0
244631;;5;5;15;0;2019;7;10;5;3;4;2;0;1;1;0;0;0;0;409492,7172;5758365,658;7,682516922;51,96860118;0
244715;;5;5;15;0;2019;7;13;4;2;5;2;0;1;1;0;0;0;0;406997,2837;5755907,07;7,646868139;51,9460902;0
244834;;5;5;15;0;2019;7;18;2;3;5;3;0;1;1;0;0;0;0;406680,0145;5754911,452;7,642523665;51,93708793;0
244835;;5;5;15;0;2019;7;14;2;3;5;3;0;1;1;0;0;0;0;399602,3917;5755088,543;7,539552414;51,93744774;0
244836;;5;5;15;0;2019;7;12;2;3;0;5;0;1;1;0;0;0;0;403719,2956;5754025,079;7,599717398;51,92861649;0
245041;;5;5;15;0;2019;7;13;7;3;0;3;0;1;1;0;0;0;0;405878,5266;5758306,812;7,629938482;51,96747201;1
245159;;5;5;15;0;2019;7;15;6;3;5;3;0;1;1;0;0;0;0;405444,8253;5751946,332;7,625376072;51,91022749;0
245160;;5;5;15;0;2019;7;10;6;3;5;3;0;1;1;0;0;0;0;404756,5974;5757293,033;7,61389361;51,95816867;0
245318;;5;5;15;0;2019;7;17;4;3;0;7;0;1;0;0;0;0;0;407149,0278;5756589,671;7,648890859;51,95225114;0
245319;;5;5;15;0;2019;7;15;4;3;5;3;0;1;0;0;0;0;0;405264,5109;5757071,073;7,621344318;51,95626037;0
245432;;5;5;15;0;2019;7;19;4;2;5;3;0;1;1;0;0;0;0;407710,703;5761136,966;7,655838904;51,9932181;1
245439;;5;5;15;0;2019;7;16;4;2;5;7;0;1;1;0;0;0;1;406492,5044;5757364,21;7,639129649;51,95910307;0
245504;;5;5;15;0;2019;7;15;3;3;5;3;0;1;1;0;0;0;0;407019,617;5757996,375;7,646627572;51,96487369;0
245505;;5;5;15;0;2019;7;23;3;3;0;6;2;1;0;1;0;0;0;406147,631;5757030,432;7,634203223;51,95604482;0
245506;;5;5;15;0;2019;7;14;3;3;0;7;0;1;0;0;0;0;0;404756,9872;5757292,445;7,613899444;51,95816345;0
245507;;5;5;15;0;2019;7;14;3;3;0;1;0;1;1;0;0;0;0;405253,6856;5757277,629;7,621129864;51,95811513;0
245559;;5;5;15;0;2019;7;16;2;3;1;6;0;1;1;0;0;0;0;405156,0113;5757192,518;7,619732326;51,95733347;0
245560;;5;5;15;0;2019;7;20;2;3;0;1;0;1;0;0;0;0;0;405885,089;5758355,052;7,630020753;51,96790672;0
245561;;5;5;15;0;2019;7;16;2;3;5;2;0;1;1;0;0;0;0;402881,6146;5756350,323;7,586881736;51,949371;0
245734;;5;5;15;0;2019;8;22;7;3;3;1;2;1;0;0;0;0;0;404926,2386;5759823,144;7,615660989;51,9809393;0
245735;;5;5;15;0;2019;8;17;7;3;3;6;0;1;0;0;0;0;0;407787,6176;5751419,797;7,659565838;51,90588744;0
245736;;5;5;15;0;2019;8;19;7;3;2;1;0;1;0;0;0;0;0;404582,8204;5758834,632;7,610937025;51,97199534;0
245794;;5;5;15;0;2019;8;15;6;3;7;5;0;1;1;0;0;0;0;405204,0606;5753534,673;7,621439722;51,92446333;0
245866;;5;5;15;0;2019;8;16;5;3;6;4;0;1;0;1;0;0;0;405622,9554;5757094,023;7,626552721;51,9565276;0
245867;;5;5;15;0;2019;8;7;5;3;5;3;0;1;1;0;0;0;0;407450,6217;5758328,332;7,652809692;51,96792941;0
245957;;5;5;15;0;2019;8;19;5;3;4;6;0;1;0;0;0;0;0;406609,3566;5759681,744;7,6401993;51,9799538;0
246090;;5;5;15;0;2019;8;16;3;3;3;6;0;1;0;0;0;0;0;406362,5898;5757343,574;7,637245126;51,95889572;0
246092;;5;5;15;0;2019;8;18;3;3;1;1;0;1;1;0;0;0;0;407380,884;5760895,037;7,651101997;51,99098862;0
246094;;5;5;15;0;2019;8;8;3;3;3;2;0;1;0;0;0;0;0;406565,3164;5758334,499;7,639925018;51,96783673;1
246187;;5;5;15;0;2019;8;13;3;3;1;6;0;1;0;0;0;1;0;405269,5668;5758836,077;7,620930994;51,9721258;0
246343;;5;5;15;0;2019;8;19;7;3;0;7;0;1;0;0;0;0;0;406986,8;5754946,83;7,646975397;51,93745729;0
246403;;5;5;15;0;2019;8;19;6;3;1;1;0;1;1;0;0;0;0;402052,3542;5753019,595;7,575767954;51,91928808;0
246404;;5;5;15;0;2019;8;16;6;3;5;5;0;1;1;0;0;0;0;406263,4059;5751993,163;7,637260036;51,91078679;0
246406;;5;5;15;0;2019;8;20;6;2;5;3;0;1;0;0;0;0;0;406113,4893;5757492,659;7,633580199;51,96019376;1
246570;;5;5;15;0;2019;8;11;5;2;8;1;0;1;0;0;0;0;0;400518,3612;5756313,913;7,55251754;51,94862609;0
246642;;5;5;15;0;2019;8;10;4;3;5;3;0;1;0;0;0;0;0;403741,2422;5755467,217;7,599632932;51,94158275;0
246715;;5;5;15;0;2019;8;15;5;3;6;4;0;1;0;1;0;0;0;403536,4999;5762052,81;7,594804696;52,00074058;0
246874;;5;5;15;0;2019;8;17;3;3;2;2;0;1;0;0;0;0;0;405902,8295;5757238,72;7,630584773;51,95787563;0
246875;;5;5;15;0;2019;8;16;3;3;0;1;0;1;0;0;0;0;0;403495,3676;5759207,58;7,595006373;51,97515974;0
246876;;5;5;15;0;2019;8;17;3;2;6;4;0;1;0;1;0;0;0;398354,9841;5753625,763;7,52184543;51,92407372;1
246962;;5;5;15;0;2019;8;15;2;3;3;2;0;1;0;0;0;0;0;406112,864;5757493,589;7,633570847;51,96020202;0
246963;;5;5;15;0;2019;8;22;2;3;9;7;2;1;0;1;0;0;0;401218,9848;5758540,942;7,562067919;51,96876791;0
247182;;5;5;15;0;2019;8;20;6;3;5;7;1;1;1;0;0;0;0;405210,3619;5757221,633;7,620515011;51,95760444;0
247183;;5;5;15;0;2019;8;9;6;3;5;2;0;1;1;0;0;0;0;405164,4391;5756901,176;7,619935355;51,9547162;0
247225;;5;5;15;0;2019;8;7;2;3;5;2;0;1;1;0;0;0;0;409076,3708;5752864,3;7,67791291;51,91908347;0
247362;;5;5;15;0;2019;8;16;4;3;3;6;0;1;0;0;0;0;1;401555,7457;5758914,8;7,566861198;51,97218796;0
247364;;5;5;15;0;2019;8;0;4;3;5;7;2;1;1;0;0;0;0;405572,7886;5755964,362;7,626133271;51,94636519;1
247365;;5;5;15;0;2019;8;16;4;3;1;5;0;1;1;0;0;0;0;407157,4482;5758049,197;7,648618884;51,96537152;0
247441;;5;5;15;0;2019;8;12;3;3;5;2;0;1;1;0;0;0;0;405208,894;5757219,747;7,620494175;51,95758723;0
247633;;5;5;15;0;2019;8;18;7;3;6;4;0;1;1;1;0;0;0;406605,5445;5757160,925;7,640829554;51,95729485;0
247634;;5;5;15;0;2019;8;5;7;3;4;2;1;1;0;0;0;0;0;404331,838;5756212,126;7,608014853;51,94838015;0
247725;;5;5;15;0;2019;9;10;2;3;5;6;0;1;0;0;0;0;0;406331,783;5757755,482;7,636684587;51,96259296;0
247738;;5;5;15;0;2019;9;15;2;3;5;3;0;1;1;0;0;0;0;404773,7795;5759766,102;7,613457616;51,98040048;0
247803;;5;5;15;0;2019;9;7;5;2;3;2;0;1;0;0;0;0;0;404929,0674;5758084,688;7,616183694;51,96531389;0
247874;;5;5;15;0;2019;9;9;4;2;5;3;0;1;1;0;0;0;0;403731,5699;5761797,676;7,597717051;51,99848123;0
248169;;5;5;15;0;2019;9;0;7;3;0;1;2;1;0;0;0;0;0;405702,333;5757900,534;7,627486117;51,96379034;0
248248;;5;5;15;0;2019;9;14;6;3;0;5;0;1;0;0;0;1;0;405954,6972;5757762,932;7,631195855;51,96259626;0
248249;;5;5;15;0;2019;9;10;6;2;3;6;0;1;1;0;0;0;0;402146,7119;5758466,863;7,575589207;51,96826617;0
248327;;5;5;15;0;2019;9;15;5;3;6;4;0;1;0;1;0;0;0;405466,696;5757550,089;7,624153917;51,96060038;0
248423;;5;5;15;0;2019;9;19;4;3;0;5;1;1;0;0;0;0;1;407647,2145;5755381,514;7,656462579;51,94147449;1
248425;;5;5;15;0;2019;9;15;4;3;2;2;0;1;0;0;0;0;1;405620,8429;5757058,862;7,626531646;51,9562112;0
248482;;5;5;15;0;2019;9;12;6;3;2;6;0;1;1;0;0;0;0;404865,01;5754412,477;7,616267992;51,93229559;0
248510;;5;5;15;0;2019;9;15;3;3;5;2;0;1;1;0;0;0;0;407071,815;5758349,41;7,647291565;51,96805567;0
248528;;5;5;15;0;2019;9;7;3;3;5;3;0;1;1;0;0;0;0;406409,1904;5756529,896;7,63814476;51,95158984;0
248529;;5;5;15;0;2019;9;13;3;3;8;7;0;1;0;0;0;0;0;410634,435;5760696,883;7,698524662;51,98974053;1
248530;;5;5;15;0;2019;9;15;3;3;4;7;0;1;0;0;0;0;0;405904,0562;5760101,44;7,629817924;51,98360721;0
248781;;5;5;15;0;2019;9;15;6;3;0;3;0;1;1;0;0;0;0;401302,2719;5758734,864;7,563224146;51,97052571;0
248782;;5;5;15;0;2019;9;7;6;3;3;6;0;1;0;0;0;0;1;405253,9006;5757277,915;7,621132913;51,95811774;0
248884;;5;5;15;0;2019;9;19;5;3;2;6;0;1;1;0;0;0;0;405620,8036;5757058,202;7,626531256;51,95620526;0
249042;;5;5;15;0;2019;9;12;3;3;5;7;0;1;1;0;0;0;0;404543,2188;5759313,304;7,610227566;51,976291;0
249093;;5;5;15;0;2019;9;16;2;3;0;2;0;1;0;0;0;0;0;406210,3073;5757436,308;7,635004238;51,9597036;0
249233;;5;5;15;0;2019;9;19;7;3;5;3;1;1;1;0;0;0;0;403011,3137;5758689,858;7,588107719;51,97042204;0
249389;;5;5;15;0;2019;9;19;5;3;0;7;0;1;1;0;0;0;0;407103,2632;5758416,13;7,647731149;51,96866064;0
249390;;5;5;15;0;2019;9;7;5;2;0;7;1;1;0;0;0;0;0;407088,1456;5758391,46;7,64751783;51,96843637;1
249481;;5;5;15;0;2019;9;18;6;3;0;1;1;1;0;0;0;0;0;399225,353;5756498,166;7,533656545;51,95004942;0
249484;;5;5;15;0;2019;9;15;4;3;5;3;0;1;1;0;0;0;0;405050,0477;5758360,131;7,617867915;51,96781035;0
249485;;5;5;15;0;2019;9;8;6;3;0;3;0;1;1;0;0;0;0;408831,0868;5755968,714;7,673524685;51,94694786;0
249494;;5;5;15;0;2019;9;16;6;3;0;5;0;1;1;0;0;0;0;405119,1376;5758131,192;7,618936565;51,96576436;0
249618;;5;5;15;0;2019;10;17;3;3;5;3;0;1;1;0;0;0;0;401220,8691;5758559,638;7,562089961;51,96893629;1
249705;;5;5;15;0;2019;9;16;2;3;2;7;0;1;0;0;0;0;0;404246,8025;5758440,523;7,606156839;51,96839516;1
249801;;5;5;15;0;2019;9;15;7;2;5;2;0;1;1;0;0;0;0;405102,6115;5757684,23;7,618819599;51,96174407;0
249876;;5;5;15;0;2019;10;1;1;3;0;1;2;1;0;0;0;0;0;406095,6076;5757509,473;7,633315433;51,96034187;0
249910;;5;5;15;0;2019;10;16;7;3;1;7;0;1;1;0;0;0;0;403816,3239;5754367,614;7,601032351;51,9317121;0
249911;;5;5;15;0;2019;10;0;7;3;6;6;2;1;0;1;0;0;0;406358,7856;5756962,677;7,6372936;51,9554714;1
249915;;5;5;15;0;2019;10;11;2;3;5;3;0;1;0;0;0;0;0;405657,4546;5755114,685;7,627597868;51,93874226;0
250043;;5;5;15;0;2019;10;21;5;3;1;7;2;1;1;0;0;0;0;404255,3129;5748982,78;7,608911677;51,8833865;0
250083;;5;5;15;0;2019;10;15;4;3;5;2;0;1;0;0;0;0;0;405699,2821;5757616,283;7,627519772;51,96123486;1
250155;;5;5;15;0;2019;10;15;5;3;5;2;0;1;1;0;0;0;0;407171,915;5757929,436;7,648861768;51,96429746;0
250283;;5;5;15;0;2019;10;7;3;3;5;3;1;1;1;0;0;0;0;411318,18;5760959,98;7,708411588;51,99221502;1
250369;;5;5;15;0;2019;10;9;3;2;5;3;0;1;1;0;0;0;0;408665,026;5755637,187;7,671197339;51,94394065;0
250371;;5;5;15;0;2019;10;16;3;3;5;3;0;1;1;0;0;0;0;406679,3154;5754912,295;7,642513271;51,93709539;0
250372;;5;5;15;0;2019;10;17;3;3;5;2;0;1;1;0;0;0;0;403899,4795;5761557,564;7,60022942;51,99635212;1
250442;;5;5;15;0;2019;10;16;2;3;5;3;0;1;1;0;0;0;0;401890,596;5759504,846;7,571565591;51,97755062;0
250538;;5;5;15;0;2019;10;14;7;3;3;2;0;1;0;0;0;0;1;405435,4838;5758991,284;7,623302869;51,97354912;0
250539;;5;5;15;0;2019;10;14;7;3;0;1;0;1;0;0;0;0;0;405816,8367;5757862,287;7,629162705;51,96346597;0
250663;;5;5;15;0;2019;10;16;6;3;5;2;0;1;1;0;0;0;0;404584,7798;5760140,063;7,610602546;51,98372934;0
250736;;5;5;15;0;2019;10;8;5;3;1;5;0;1;1;0;0;0;0;403115,1724;5757654,491;7,589911252;51,96113399;1
250737;;5;5;15;0;2019;10;18;5;3;0;7;2;1;1;0;0;0;0;399280,6886;5756773,121;7,534380852;51,95253076;1
250792;;5;5;15;0;2019;10;15;4;3;0;1;0;1;0;0;0;0;0;404934,47;5757591,28;7,616398887;51,96087987;1
250890;;5;5;15;0;2019;10;17;5;2;5;3;0;1;1;0;0;0;0;410233,6604;5751958,421;7,694972007;51,91112852;0
251007;;5;5;15;0;2019;10;6;3;2;4;7;2;1;0;0;1;0;0;406449,704;5761182,983;7,637465916;51,99342073;0
251055;;5;5;15;0;2019;10;9;2;3;0;7;0;1;1;0;0;0;0;407077,5329;5758686,88;7,647283429;51,97108997;1
251203;;5;5;15;0;2019;10;8;2;3;5;2;0;1;0;0;0;0;0;402418,6868;5757833,441;7,57972692;51,96262062;1
251205;;5;5;15;0;2019;10;13;2;3;5;2;0;1;1;0;0;0;0;406042,1393;5756997,435;7,632677539;51,95573041;0
251206;;5;5;15;0;2019;10;15;2;2;0;2;1;1;0;0;0;0;0;405078,4883;5757450,976;7,618533069;51,95964337;1
251289;;5;5;15;0;2019;10;16;7;3;5;2;0;1;1;0;0;0;0;399494,0604;5756209,13;7,537649568;51,94750015;0
251291;;5;5;15;0;2019;10;12;7;2;6;3;0;1;0;1;0;0;0;405774,5824;5758003,434;7,628509156;51,9647275;0
251355;;5;5;15;0;2019;10;10;6;3;0;5;0;1;0;0;0;0;0;404538,0553;5757709,027;7,610598499;51,9618703;0
251356;;5;5;15;0;2019;10;18;6;3;5;2;2;1;1;0;0;0;0;404519,0418;5758373,421;7,610137123;51,96783885;0
251357;;5;5;15;0;2019;10;14;6;3;6;4;0;1;0;1;0;0;0;405362,2148;5753840,933;7,623654733;51,92724305;0
251378;;5;5;15;0;2019;11;0;1;3;4;6;2;1;1;0;0;0;0;405842,3216;5758708,336;7,62930151;51,97107494;0
251401;;5;5;15;0;2019;11;15;7;3;5;3;0;1;1;0;0;0;0;401283,007;5758727,431;7,562945934;51,97045548;1
251402;;5;5;15;0;2019;11;11;7;3;4;6;0;1;0;0;0;0;0;406254,9283;5755496,704;7,636182515;51,94227702;1
251403;;5;5;15;0;2019;11;23;7;3;0;7;2;1;1;0;0;0;0;407215,9139;5760857,784;7,648710188;51,99062624;0
251488;;5;5;15;0;2019;10;16;5;2;5;3;1;1;1;0;0;0;0;409487,4159;5753928,092;7,683608329;51,92871255;0
251489;;5;5;15;0;2019;10;9;5;3;2;6;0;1;0;0;0;0;0;405198,424;5757571,373;7,620244811;51,96074601;0
251641;;5;5;15;0;2019;11;7;4;3;6;7;1;1;0;1;0;0;0;406169,362;5758565,863;7,634099871;51,96984964;0
251732;;5;5;15;0;2019;11;21;3;3;0;7;2;1;1;0;0;0;0;406383,135;5756334,045;7,637819089;51,94982505;1
251733;;5;5;15;0;2019;11;14;3;3;5;2;0;1;1;0;0;0;0;407987,5453;5754727,425;7,661587203;51,93565153;1
251980;;5;5;15;0;2019;11;21;7;3;0;7;2;1;0;1;0;0;0;404064,5497;5760851,763;7,602830514;51,99003672;1
252133;;5;5;15;0;2019;11;8;5;3;0;7;0;1;0;0;0;0;0;405164,3998;5757563,797;7,619751864;51,96067211;1
252134;;5;5;15;0;2019;11;15;5;3;5;3;0;1;1;0;0;0;0;404434,7684;5760668,406;7,608271622;51,98845247;1
252175;;5;5;15;0;2019;11;10;5;3;5;2;0;1;1;0;0;0;0;405271,7501;5756337,866;7,621651754;51,94967122;0
252176;;5;5;15;0;2019;11;8;5;3;0;1;0;1;0;0;0;0;0;409447,4207;5753836,568;7,6830509;51,92788337;1
252177;;5;5;15;0;2019;11;6;5;3;5;3;2;1;1;0;0;0;0;401574,7382;5757089,968;7,567660601;51,95578937;1
252239;;5;5;15;0;2019;11;10;4;3;1;5;0;1;1;0;0;0;0;407124,1158;5756614,785;7,648521676;51,95247271;0
252241;;5;5;15;0;2019;11;15;4;3;5;3;0;1;0;0;0;0;1;403702,0733;5758767,803;7,598138174;51,97124274;0
252242;;5;5;15;0;2019;11;10;4;3;1;5;0;1;0;0;0;0;0;406297,815;5757013,53;7,636392733;51,95591822;0
252243;;5;5;15;0;2019;11;16;4;3;5;2;2;1;1;0;0;0;0;408450,7621;5761552,802;7,666503377;51,99707835;1
252331;;5;5;15;0;2019;11;8;3;3;0;5;0;1;1;0;0;0;0;407367,8852;5757963,722;7,651704065;51,96463832;1
252416;;5;5;15;0;2019;11;14;2;3;0;1;0;1;1;0;0;0;0;405850,9627;5754513,141;7,630576611;51,93336807;0
252417;;5;5;15;0;2019;11;15;2;2;4;3;0;1;1;0;0;0;0;406564,703;5758332,88;7,639916533;51,96782208;0
252428;;5;5;15;0;2019;11;13;3;3;5;2;0;1;1;0;0;0;0;406632,3732;5758745,775;7,640788974;51,97154475;1
252484;;5;5;15;0;2019;11;13;2;3;5;3;1;1;1;0;0;0;0;406667,4737;5751451,01;7,643279448;51,90598146;1
252485;;5;5;15;0;2019;11;18;2;3;4;2;2;1;1;0;0;0;0;405462,0462;5757552,143;7,6240857;51,96061805;1
252486;;5;5;15;0;2019;11;7;2;3;1;1;0;1;1;0;0;0;0;406008,6155;5758702,582;7,631723159;51,97105137;1
252487;;5;5;15;0;2019;11;18;2;3;1;7;2;1;1;0;0;0;0;405398,4393;5758850,419;7,622802558;51,97227666;1
252488;;5;5;15;0;2019;11;15;2;3;0;7;0;1;0;0;0;0;0;405423,4453;5757987,541;7,623404175;51,96452502;1
252489;;5;5;15;0;2019;11;9;2;2;0;7;0;1;0;0;0;0;0;404933,4332;5755139,409;7,617061988;51,93884126;1
252490;;5;5;15;0;2019;11;17;2;3;5;2;2;1;0;0;0;0;1;402577,5473;5749990,242;7,584258606;51,89215132;1
252491;;5;5;15;0;2019;11;16;2;3;5;2;2;1;1;0;0;0;0;406098,0459;5757052,945;7,633475699;51,9562388;1
252612;;5;5;15;0;2019;11;1;7;3;1;7;2;1;1;0;0;0;0;405841,6539;5756276,94;7,62995829;51,94922036;1
252651;;5;5;15;0;2019;11;14;6;3;8;7;0;1;1;0;0;0;0;406667,2739;5756964,838;7,641780899;51,95554268;0
252783;;5;5;15;0;2019;11;8;5;3;5;2;1;1;1;0;0;0;0;403049,8313;5758116,679;7,588830097;51,96527687;0
252785;;5;5;15;0;2019;11;12;5;3;5;2;0;1;1;0;0;0;0;405463,0808;5756887,316;7,624283702;51,95464248;0
252852;;5;5;15;0;2019;11;12;4;3;4;3;0;1;1;0;0;0;0;406110,6327;5757944,887;7,633415011;51,96425812;0
252853;;5;5;15;0;2019;11;19;4;3;5;3;2;1;0;0;0;0;0;405489,102;5757139,44;7,624592895;51,9569131;1
252900;;5;5;15;0;2019;11;12;7;2;0;7;0;1;1;0;0;0;0;404089,4575;5761379,215;7,603045593;51,99478192;0
252963;;5;5;15;0;2019;11;7;4;3;5;7;1;1;1;0;0;0;0;407013,5946;5753951,963;7,647633946;51,92851936;1
252966;;5;5;15;0;2019;11;7;4;3;5;3;2;1;1;0;0;0;0;405905,019;5758253,55;7,630338591;51,96699774;1
252967;;5;5;15;0;2019;11;9;4;3;1;5;0;1;1;0;0;0;0;405586,8661;5757372,74;7,625951086;51,95902671;1
253201;;5;5;15;0;2019;12;9;1;2;0;7;0;1;0;0;0;0;0;398118,7641;5753824,407;7,518352685;51,92581596;2
253235;;5;5;15;0;2019;11;16;7;3;0;7;0;1;0;0;0;0;0;404324,7217;5754208,327;7,6084688;51,93036799;1
253236;;5;5;15;0;2019;11;15;7;3;0;6;0;1;1;0;0;0;0;407385,0391;5751283,522;7,653752173;51,90459573;0
253375;;5;5;15;0;2019;11;11;5;3;3;6;0;1;0;0;0;0;0;405965,7482;5757167,783;7,631519575;51,95724866;1
253481;;5;5;15;0;2019;12;8;4;3;0;2;0;1;1;0;0;0;0;406646,1162;5754526,45;7,6421352;51,93362165;1
253482;;5;5;15;0;2019;12;9;4;3;5;2;0;1;1;0;0;0;0;405207,521;5757578,17;7,620375293;51,96080865;1
253596;;5;5;15;0;2019;12;8;3;3;0;1;0;1;0;0;0;0;0;403761,436;5758953,497;7,598950008;51,97292211;1
253658;;5;5;15;0;2019;12;15;2;3;5;3;0;1;1;0;0;0;0;399075,886;5756001,933;7,53162816;51,94556214;0
253760;;5;5;15;0;2019;12;9;7;3;1;5;0;1;1;0;0;0;0;404516,7235;5760138,256;7,609612357;51,98370141;1
253812;;5;5;15;0;2019;12;11;6;3;5;3;0;1;1;0;0;0;0;405405,4226;5757585,868;7,623252564;51,96091155;1
